-19.0 15.7 -8.0
-16.9 15.7 -7.0
-14.8 15.7 -6.0
-12.7 15.7 -5.0
-10.6 15.7 -4.0
-8.5  15.7 -3.0
-6.4  15.7 -2.0
-4.3  15.7 -1.0
-2.2  15.7 0.0
2.2  15.7 0.0
4.3  15.7 1.0 
6.4  15.7 2.0
8.5  15.7 3.0
10.6 15.7 4.0
12.7 15.7 5.0
14.8 15.7 6.0
16.9 15.7 7.0
19.0 15.7 8.0
-23.35 41.6 -9.0
-21.0  41.6 -8.0
-18.65 41.6 -7.0
-16.3  41.6 -6.0
-13.95 41.6 -5.0
-11.6  41.6 -4.0
-9.25  41.6 -3.0
-6.9   41.6 -2.0
-4.55  41.6 -1.0
-2.2   41.6  0.0
2.2   41.6  0.0
4.55  41.6 1.0
6.9   41.6 2.0
9.25  41.6 3.0
11.6  41.6 4.0
13.95 41.6 5.0
16.3  41.6 6.0
18.65 41.6 7.0
21.0  41.6 8.0
23.35 41.6 9.0
-28.3 69.1 -9.0
-25.4 69.1 -8.0
-22.5 69.1 -7.0
-19.6 69.1 -6.0
-16.7 69.1 -5.0
-13.8 69.1 -4.0
-10.9 69.1 -3.0
-8.0  69.1 -2.0
-5.1  69.1 -1.0
-2.2 69.1   0.0
2.2 69.1   0.0
5.1  69.1 1.0
8.0  69.1 2.0
10.9 69.1 3.0
13.8 69.1 4.0
16.7 69.1 5.0
19.6 69.1 6.0
22.5 69.1 7.0
25.4 69.1 8.0
28.3 69.1 9.0
-32.8 94.2 -9.0
-29.4 94.2 -8.0
-26.0 94.2 -7.0
-22.6 94.2 -6.0
-19.2 94.2 -5.0
-15.8 94.2 -4.0
-12.4 94.2 -3.0
-9.0  94.2 -2.0
-5.6  94.2 -1.0
-2.2  94.2  0.0
2.2  94.2  0.0
5.6  94.2 1.0
9.0  94.2 2.0
12.4 94.2 3.0
15.8 94.2 4.0
19.2 94.2 5.0
22.6 94.2 6.0
26.0 94.2 7.0
29.4 94.2 8.0
32.8 94.2 9.0
