10	-193.66382	1451.366765
10	-202.5546067	1501.788922
10	-211.4453933	1552.211078
10	-220.33618	1602.633235
9	-177.9858331	1451.145535
9	-185.9952777	1501.715178
9	-194.0047223	1552.284822
9	-202.0141669	1602.854465
8	-162.3115058	1450.947412
8	-169.4371686	1501.649137
8	-176.5628314	1552.350863
8	-183.6884942	1603.052588
6	-147.972214	1450.620718
6	-153.3240713	1501.540239
6	-158.6759287	1552.459761
6	-164.027786	1603.379282
5	-121.306439	1450.492247
5	-125.768813	1501.497416
5	-130.231187	1552.502584
5	-134.693561	1603.507753
4	-94.64270282	1450.387081
4	-98.21423427	1501.46236
4	-101.7857657	1552.53764
4	-105.3572972	1603.612919
3	-66.98059856	1450.305252
3	-69.66019952	1501.435084
3	-72.33980048	1552.564916
3	-75.01940144	1603.694748
2	-40.31971865	1450.246784
2	-42.10657288	1501.415595
2	-43.89342712	1552.584405
2	-45.68028135	1603.753216
0	-14	1450.2
0	-14	1501.4
0	-14	1552.6
0	-14	1603.8
-0	14	1450.2
-0	14	1501.4
-0	14	1552.6
-0	14	1603.8
-2	40.31971865	1450.246784
-2	42.10657288	1501.415595
-2	43.89342712	1552.584405
-2	45.68028135	1603.753216
-3	66.98059856	1450.305252
-3	69.66019952	1501.435084
-3	72.33980048	1552.564916
-3	75.01940144	1603.694748
-4	94.64270282	1450.387081
-4	98.21423427	1501.46236
-4	101.7857657	1552.53764
-4	105.3572972	1603.612919
-5	121.306439	1450.492247
-5	125.768813	1501.497416
-5	130.231187	1552.502584
-5	134.693561	1603.507753
-6	147.972214	1450.620718
-6	153.3240713	1501.540239
-6	158.6759287	1552.459761
-6	164.027786	1603.379282
-8	162.3115058	1450.947412
-8	169.4371686	1501.649137
-8	176.5628314	1552.350863
-8	183.6884942	1603.052588
-9	177.9858331	1451.145535
-9	185.9952777	1501.715178
-9	194.0047223	1552.284822
-9	202.0141669	1602.854465
-10	193.66382	1451.366765
-10	202.5546067	1501.788922
-10	211.4453933	1552.211078
-10	220.33618	1602.633235
10	-259.66382	1824.366765
10	-268.5546067	1874.788922
10	-277.4453933	1925.211078
10	-286.33618	1975.633235
9	-243.9858331	1824.145535
9	-251.9952777	1874.715178
9	-260.0047223	1925.284822
9	-268.0141669	1975.854465
8	-228.3115058	1823.947412
8	-235.4371686	1874.649137
8	-242.5628314	1925.350863
8	-249.6884942	1976.052588
6	-200.972214	1823.620718
6	-206.3240713	1874.540239
6	-211.6759287	1925.459761
6	-217.027786	1976.379282
5	-170.306439	1823.492247
5	-174.768813	1874.497416
5	-179.231187	1925.502584
5	-183.693561	1976.507753
4	-139.6427028	1823.387081
4	-143.2142343	1874.46236
4	-146.7857657	1925.53764
4	-150.3572972	1976.612919
3	-107.9805986	1823.305252
3	-110.6601995	1874.435084
3	-113.3398005	1925.564916
3	-116.0194014	1976.694748
2	-77.31971865	1823.246784
2	-79.10657288	1874.415595
2	-80.89342712	1925.584405
2	-82.68028135	1976.753216
1	-46.65965519	1823.211697
1	-47.5532184	1874.403899
1	-48.4467816	1925.596101
1	-49.34034481	1976.788303
0	-16	1823.2
0	-16	1874.4
0	-16	1925.6
0	-16	1976.8
-0	16	1823.2
-0	16	1874.4
-0	16	1925.6
-0	16	1976.8
-1	46.65965519	1823.211697
-1	47.5532184	1874.403899
-1	48.4467816	1925.596101
-1	49.34034481	1976.788303
-2	77.31971865	1823.246784
-2	79.10657288	1874.415595
-2	80.89342712	1925.584405
-2	82.68028135	1976.753216
-3	107.9805986	1823.305252
-3	110.6601995	1874.435084
-3	113.3398005	1925.564916
-3	116.0194014	1976.694748
-4	139.6427028	1823.387081
-4	143.2142343	1874.46236
-4	146.7857657	1925.53764
-4	150.3572972	1976.612919
-5	170.306439	1823.492247
-5	174.768813	1874.497416
-5	179.231187	1925.502584
-5	183.693561	1976.507753
-6	200.972214	1823.620718
-6	206.3240713	1874.540239
-6	211.6759287	1925.459761
-6	217.027786	1976.379282
-8	228.3115058	1823.947412
-8	235.4371686	1874.649137
-8	242.5628314	1925.350863
-8	249.6884942	1976.052588
-9	243.9858331	1824.145535
-9	251.9952777	1874.715178
-9	260.0047223	1925.284822
-9	268.0141669	1975.854465
-10	259.66382	1824.366765
-10	268.5546067	1874.788922
-10	277.4453933	1925.211078
-10	286.33618	1975.633235
10	-327.66382	2208.366765
10	-336.5546067	2258.788922
10	-345.4453933	2309.211078
10	-354.33618	2359.633235
9	-311.9858331	2208.145535
9	-319.9952777	2258.715178
9	-328.0047223	2309.284822
9	-336.0141669	2359.854465
8	-280.3115058	2207.947412
8	-287.4371686	2258.649137
8	-294.5628314	2309.350863
8	-301.6884942	2360.052588
6	-244.972214	2207.620718
6	-250.3240713	2258.540239
6	-255.6759287	2309.459761
6	-261.027786	2360.379282
5	-207.306439	2207.492247
5	-211.768813	2258.497416
5	-216.231187	2309.502584
5	-220.693561	2360.507753
4	-169.6427028	2207.387081
4	-173.2142343	2258.46236
4	-176.7857657	2309.53764
4	-180.3572972	2360.612919
3	-131.9805986	2207.305252
3	-134.6601995	2258.435084
3	-137.3398005	2309.564916
3	-140.0194014	2360.694748
2	-95.31971865	2207.246784
2	-97.10657288	2258.415595
2	-98.89342712	2309.584405
2	-100.6802813	2360.753216
1	-57.65965519	2207.211697
1	-58.5532184	2258.403899
1	-59.4467816	2309.596101
1	-60.34034481	2360.788303
0	-19	2207.2
0	-19	2258.4
0	-19	2309.6
0	-19	2360.8
-0	19	2207.2
-0	19	2258.4
-0	19	2309.6
-0	19	2360.8
-1	57.65965519	2207.211697
-1	58.5532184	2258.403899
-1	59.4467816	2309.596101
-1	60.34034481	2360.788303
-2	95.31971865	2207.246784
