196 B9                    1000050090 1 100 Ion  15 8.39331e+00 0.00000e+00 0 0 0 -1 0 0
197 B9[1500.000]          1000050099 1 100 Ion  15 8.39481e+00 0.00000e+00 0 0 0 -1 0 0
198 Ba119                 1000561190 1 100 Ion  168 1.10755e+02 0.00000e+00 0 0 0 -1 0 0
199 Ba120                 1000561200 1 100 Ion  168 1.11682e+02 0.00000e+00 0 0 0 -1 0 0
200 Ba121                 1000561210 1 100 Ion  168 1.12612e+02 0.00000e+00 0 0 0 -1 0 0
201 Ba122                 1000561220 1 100 Ion  168 1.13539e+02 0.00000e+00 0 0 0 -1 0 0
202 Ba123                 1000561230 1 100 Ion  168 1.14470e+02 0.00000e+00 0 0 0 -1 0 0
203 Ba123[92.500]         1000561239 1 100 Ion  168 1.14470e+02 0.00000e+00 0 0 0 -1 0 0
204 Ba124                 1000561240 1 100 Ion  168 1.15398e+02 0.00000e+00 0 0 0 -1 0 0
205 Ba125                 1000561250 1 100 Ion  168 1.16329e+02 0.00000e+00 0 0 0 -1 0 0
206 Ba125[67.700X]        1000561251 1 100 Ion  168 1.16329e+02 0.00000e+00 0 0 0 -1 0 0
207 Ba126                 1000561260 1 100 Ion  168 1.17257e+02 0.00000e+00 0 0 0 -1 0 0
208 Ba127                 1000561270 1 100 Ion  168 1.18189e+02 0.00000e+00 0 0 0 -1 0 0
209 Ba127[80.320]         1000561271 1 100 Ion  168 1.18189e+02 0.00000e+00 0 0 0 -1 0 0
210 Ba127[81.290]         1000561279 1 100 Ion  168 1.18189e+02 0.00000e+00 0 0 0 -1 0 0
211 Ba128                 1000561280 1 100 Ion  168 1.19117e+02 0.00000e+00 0 0 0 -1 0 0
212 Ba128[2395.790]       1000561289 1 100 Ion  168 1.19120e+02 0.00000e+00 0 0 0 -1 0 0
213 Ba129                 1000561290 1 100 Ion  168 1.20049e+02 0.00000e+00 0 0 0 -1 0 0
214 Ba129[182.040]        1000561299 1 100 Ion  168 1.20049e+02 0.00000e+00 0 0 0 -1 0 0
215 Ba129[2462.600]       1000561299 1 100 Ion  168 1.20052e+02 0.00000e+00 0 0 0 -1 0 0
216 Ba129[8.420]          1000561291 1 100 Ion  168 1.20049e+02 0.00000e+00 0 0 0 -1 0 0
217 Ba130                 1000561300 1 100 Ion  168 1.20979e+02 0.00000e+00 0 0 0 -1 0 0
218 Ba131                 1000561310 1 100 Ion  168 1.21911e+02 0.00000e+00 0 0 0 -1 0 0
219 Ba131[187.995]        1000561311 1 100 Ion  168 1.21911e+02 0.00000e+00 0 0 0 -1 0 0
220 Ba132                 1000561320 1 100 Ion  168 1.22840e+02 0.00000e+00 0 0 0 -1 0 0
221 Ba132[3116.140]       1000561329 1 100 Ion  168 1.22843e+02 0.00000e+00 0 0 0 -1 0 0
222 Ba133                 1000561330 1 100 Ion  168 1.23773e+02 0.00000e+00 0 0 0 -1 0 0
223 Ba133[1942.070]       1000561339 1 100 Ion  168 1.23775e+02 0.00000e+00 0 0 0 -1 0 0
224 Ba133[288.252]        1000561331 1 100 Ion  168 1.23773e+02 0.00000e+00 0 0 0 -1 0 0
225 Ba134                 1000561340 1 100 Ion  168 1.24703e+02 0.00000e+00 0 0 0 -1 0 0
226 Ba134[1986.350]       1000561349 1 100 Ion  168 1.24705e+02 0.00000e+00 0 0 0 -1 0 0
227 Ba135                 1000561350 1 100 Ion  168 1.25635e+02 0.00000e+00 0 0 0 -1 0 0
228 Ba135[268.218]        1000561351 1 100 Ion  168 1.25636e+02 0.00000e+00 0 0 0 -1 0 0
229 Ba136                 1000561360 1 100 Ion  168 1.26566e+02 0.00000e+00 0 0 0 -1 0 0
230 Ba137                 1000561370 1 100 Ion  168 1.27499e+02 0.00000e+00 0 0 0 -1 0 0
231 Ba137[661.659]        1000561371 1 100 Ion  168 1.27499e+02 0.00000e+00 0 0 0 -1 0 0
232 Ba138                 1000561380 1 100 Ion  168 1.28430e+02 0.00000e+00 0 0 0 -1 0 0
233 Ba138[2090.540]       1000561389 1 100 Ion  168 1.28432e+02 0.00000e+00 0 0 0 -1 0 0
234 Ba139                 1000561390 1 100 Ion  168 1.29364e+02 0.00000e+00 0 0 0 -1 0 0
235 Ba140                 1000561400 1 100 Ion  168 1.30297e+02 0.00000e+00 0 0 0 -1 0 0
236 Ba141                 1000561410 1 100 Ion  168 1.31233e+02 0.00000e+00 0 0 0 -1 0 0
237 Ba141[55.000]         1000561419 1 100 Ion  168 1.31233e+02 0.00000e+00 0 0 0 -1 0 0
238 Ba142                 1000561420 1 100 Ion  168 1.32166e+02 0.00000e+00 0 0 0 -1 0 0
239 Ba143                 1000561430 1 100 Ion  168 1.33101e+02 0.00000e+00 0 0 0 -1 0 0
240 Ba144                 1000561440 1 100 Ion  168 1.34035e+02 0.00000e+00 0 0 0 -1 0 0
241 Ba146                 1000561460 1 100 Ion  168 1.35905e+02 0.00000e+00 0 0 0 -1 0 0
242 Ba147                 1000561470 1 100 Ion  168 1.36841e+02 0.00000e+00 0 0 0 -1 0 0
243 Ba148                 1000561480 1 100 Ion  168 1.37775e+02 0.00000e+00 0 0 0 -1 0 0
244 Ba154                 1000561540 1 100 Ion  168 1.43388e+02 0.00000e+00 0 0 0 -1 0 0
245 Ba156                 1000561560 1 100 Ion  168 1.45260e+02 0.00000e+00 0 0 0 -1 0 0
246 Be10                  1000040100 1 100 Ion  12 9.32550e+00 0.00000e+00 0 0 0 -1 0 0
247 Be11                  1000040110 1 100 Ion  12 1.02646e+01 0.00000e+00 0 0 0 -1 0 0
248 Be12                  1000040120 1 100 Ion  12 1.12010e+01 0.00000e+00 0 0 0 -1 0 0
249 Be13                  1000040130 1 100 Ion  12 1.21410e+01 0.00000e+00 0 0 0 -1 0 0
250 Be14                  1000040140 1 100 Ion  12 1.30788e+01 0.00000e+00 0 0 0 -1 0 0
251 Be5                   1000040050 1 100 Ion  12 4.69257e+00 0.00000e+00 0 0 0 -1 0 0
252 Be6                   1000040060 1 100 Ion  12 5.60530e+00 0.00000e+00 0 0 0 -1 0 0
253 Be7                   1000040070 1 100 Ion  12 6.53418e+00 0.00000e+00 0 0 0 -1 0 0
254 Be8                   1000040080 1 100 Ion  12 7.45485e+00 0.00000e+00 0 0 0 -1 0 0
255 Be9                   1000040090 1 100 Ion  12 8.39275e+00 0.00000e+00 0 0 0 -1 0 0
256 Bi189                 1000831890 1 100 Ion  249 1.76000e+02 0.00000e+00 0 0 0 -1 0 0
257 Bi190                 1000831900 1 100 Ion  249 1.76931e+02 0.00000e+00 0 0 0 -1 0 0
258 Bi191                 1000831910 1 100 Ion  249 1.77860e+02 0.00000e+00 0 0 0 -1 0 0
259 Bi192                 1000831920 1 100 Ion  249 1.78791e+02 0.00000e+00 0 0 0 -1 0 0
260 Bi193                 1000831930 1 100 Ion  249 1.79721e+02 0.00000e+00 0 0 0 -1 0 0
261 Bi194                 1000831940 1 100 Ion  249 1.80652e+02 0.00000e+00 0 0 0 -1 0 0
262 Bi195                 1000831950 1 100 Ion  249 1.81581e+02 0.00000e+00 0 0 0 -1 0 0
263 Bi195[886.700]        1000831959 1 100 Ion  249 1.81582e+02 0.00000e+00 0 0 0 -1 0 0
