0 0 1
0 1 0.999983
0 2 0.999868
0 3 0.999306
0 4 0.996431
0 5 0.981949
0 6 0.914841
0 7 0.686898
0 8 0.314919
0 9 0.0859516
0 10 0.0182398
0 11 0.00360173
0 12 0.000699
0 13 0.000134798
0 14 2.59796e-05
1 0 0.973169
1 1 0.973154
1 2 0.973045
1 3 0.972516
1 4 0.969788
1 5 0.955959
1 6 0.89122
1 7 0.66923
1 8 0.305654
1 9 0.0826915
1 10 0.0173869
1 11 0.00341294
1 12 0.000660613
1 13 0.000127405
1 14 2.45911e-05
2 0 0.838798
2 1 0.838783
2 2 0.838698
2 3 0.838254
2 4 0.835993
2 5 0.824448
2 6 0.769609
2 7 0.578122
2 8 0.261918
2 9 0.0697493
2 10 0.0144977
2 11 0.00283679
2 12 0.000550677
2 13 0.000106781
2 14 2.07536e-05
3 0 0.506915
3 1 0.506898
3 2 0.506833
3 3 0.506527
3 4 0.504997
3 5 0.497423
3 6 0.462955
3 7 0.347406
3 8 0.159855
3 9 0.0441817
3 10 0.00958274
3 11 0.00194542
3 12 0.000389178
3 13 7.74105e-05
3 14 1.53535e-05
4 0 0.175848
4 1 0.175841
4 2 0.175797
4 3 0.175618
4 4 0.174809
4 5 0.171213
4 6 0.157201
4 7 0.117597
4 8 0.0582794
4 9 0.0187036
4 10 0.00466908
4 11 0.00105016
4 12 0.000225955
4 13 4.74403e-05
4 14 9.81513e-06
5 0 0.0415618
5 1 0.041556
5 2 0.041532
5 3 0.0414515
5 4 0.041115
5 5 0.0398502
5 6 0.0358774
5 7 0.0268768
5 8 0.0146868
5 9 0.00569271
5 10 0.00171657
5 11 0.00044719
5 12 0.000107235
5 13 2.44292e-05
5 14 5.3831e-06
6 0 0.00861683
6 1 0.00861408
6 2 0.00860564
6 3 0.00857301
6 4 0.0084584
6 5 0.0080991
6 6 0.00717206
6 7 0.00541355
6 8 0.00320309
6 9 0.00144492
6 10 0.000517135
6 11 0.000156809
6 12 4.25292e-05
6 13 1.0687e-05
6 14 2.547e-06
7 0 0.00173139
7 1 0.00173055
7 2 0.00172722
7 3 0.00171655
7 4 0.00168306
7 5 0.00159393
7 6 0.00139606
7 7 0.00106432
7 8 0.000667209
7 9 0.000335584
7 10 0.000137437
7 11 4.76793e-05
7 12 1.45703e-05
7 13 4.05685e-06
7 14 1.05451e-06
8 0 0.000345661
8 1 0.000345405
8 2 0.000344296
8 3 0.000341147
8 4 0.000332384
8 5 0.000311872
8 6 0.000271429
8 7 0.000209129
8 8 0.000136759
8 9 7.44419e-05
8 10 3.37904e-05
8 11 1.30931e-05
8 12 4.4612e-06
8 13 1.37172e-06
9 0 6.8705e-05
9 1 6.86073e-05
9 2 9.82366e-05
9 3 9.70724e-05
9 4 9.41881e-05
9 5 8.7701e-05
9 6 7.61407e-05
9 7 5.94492e-05
9 8 4.03066e-05
9 9 2.33053e-05
9 10 1.15045e-05
9 11 4.90841e-06
9 12 1.83735e-06
