0 0 1
0 1 0.992702
0 2 0.94827
0 3 0.773678
0 4 0.412181
0 5 0.124585
0 6 0.026759
0 7 0.00516042
0 8 0.000972983
0 9 0.000183491
0 10 3.46841e-05
0 11 6.56398e-06
0 12 1.2476e-06
1 0 0.892527
1 1 0.886039
1 2 0.84661
1 3 0.690971
1 4 0.367275
1 5 0.110495
1 6 0.0237381
1 7 0.00460863
1 8 0.000876647
1 9 0.000166865
1 10 3.17947e-05
1 11 6.0609e-06
1 12 1.15817e-06
2 0 0.549151
2 1 0.54477
2 2 0.519207
2 3 0.42263
2 4 0.226637
2 5 0.0704878
2 6 0.0158787
2 7 0.00322736
2 8 0.000638372
2 9 0.000125487
2 10 2.4568e-05
2 11 4.79104e-06
3 0 0.193804
3 1 0.191681
3 2 0.180699
3 3 0.145579
3 4 0.0816388
3 5 0.0289697
3 6 0.00756614
3 7 0.0017253
3 8 0.000371062
3 9 7.76645e-05
3 10 1.59765e-05
3 11 3.23733e-06
4 0 0.0459801
4 1 0.0452273
4 2 0.0419112
4 3 0.0334228
4 4 0.0200107
4 5 0.00842149
4 6 0.0026736
4 7 0.000715296
4 8 0.000173412
4 9 3.97278e-05
4 10 8.77148e-06
4 11 1.87947e-06
5 0 0.00944976
5 1 0.00923703
5 2 0.00842836
5 3 0.00669924
5 4 0.00424898
5 5 0.00205092
5 6 0.000773208
5 7 0.000242647
5 8 6.71616e-05
5 9 1.7097e-05
5 10 4.10835e-06
6 0 0.00187225
6 1 0.0018206
6 2 0.00164349
6 3 0.00130955
6 4 0.000867842
6 5 0.000461807
6 6 0.000198605
6 7 7.14842e-05
6 8 2.24236e-05
6 9 6.36017e-06
6 10 1.67483e-06
7 0 0.00036699
7 1 0.000355503
7 2 0.000318977
7 3 0.000255464
7 4 0.000175055
7 5 9.99205e-05
7 6 4.74643e-05
7 7 1.90943e-05
7 8 6.68834e-06
7 9 2.10001e-06
8 0 7.16586e-05
8 1 6.9226e-05
8 2 6.18819e-05
8 3 4.98798e-05
8 4 3.51072e-05
8 5 2.11366e-05
8 6 1.08307e-05
8 7 4.76823e-06
8 8 1.83535e-06
9 0 1.39606e-05
9 1 1.34806e-05
9 2 1.2038e-05
9 3 9.76788e-06
9 4 7.02843e-06
9 5 4.40792e-06
9 6 2.39774e-06
9 7 1.1345e-06
