0 0 1
0 0.25 1
0 0.5 1
0 0.75 1
0 1 1
0 1.25 1
0 1.5 1
0 1.75 1
0 2 1
0 2.25 1
0 2.5 1
0 2.75 1
0 3 1
0 3.25 0.97661
0 3.5 0.80964
0 3.75 0.520763
0 4 0.256521
0 4.25 0.0303954
0 4.5 0.000557794
0 4.75 0.000277749
0 5 0.00016301
0 5.25 9.5867e-05
0 5.5 5.77379e-05
0 5.75 3.56069e-05
0 6 2.22897e-05
0 6.25 1.42325e-05
0 6.5 9.12839e-06
0 6.75 5.90883e-06
0 7 3.8456e-06
0 7.25 2.50924e-06
0 7.5 1.63738e-06
0 7.75 1.07199e-06
0 8 7.05101e-07
0 8.25 4.63069e-07
0 8.5 3.03909e-07
0 8.75 2.00528e-07
0 9 1.32515e-07
0 9.25 8.72803e-08
0 9.5 5.76197e-08
0 9.75 3.79634e-08
0 10 2.50895e-08
0.25 0 1
0.25 0.25 1
0.25 0.5 1
0.25 0.75 1
0.25 1 1
0.25 1.25 1
0.25 1.5 1
0.25 1.75 1
0.25 2 1
0.25 2.25 1
0.25 2.5 1
0.25 2.75 1
0.25 3 1
0.25 3.25 0.97667
0.25 3.5 0.809278
0.25 3.75 0.520211
0.25 4 0.255265
0.25 4.25 0.0303231
0.25 4.5 0.000570322
0.25 4.75 0.000275612
0.25 5 0.000162049
0.25 5.25 9.52648e-05
0.25 5.5 5.7381e-05
0.25 5.75 3.53494e-05
0.25 6 2.21562e-05
0.25 6.25 1.41204e-05
0.25 6.5 9.08011e-06
0.25 6.75 5.87037e-06
0.25 7 3.81418e-06
0.25 7.25 2.48249e-06
0.25 7.5 1.62548e-06
0.25 7.75 1.06582e-06
0.25 8 7.00202e-07
0.25 8.25 4.60111e-07
0.25 8.5 3.02456e-07
0.25 8.75 1.99432e-07
0.25 9 1.31247e-07
0.25 9.25 8.6631e-08
0.25 9.5 5.71791e-08
0.25 9.75 3.77307e-08
0.25 10 2.48258e-08
0.5 0 1
0.5 0.25 1
0.5 0.5 1
0.5 0.75 1
0.5 1 1
0.5 1.25 1
0.5 1.5 1
