0 0 1
0 1 0.998982
0 2 0.992573
0 3 0.961
0 4 0.830866
0 5 0.507519
0 6 0.178302
0 7 0.0419274
0 8 0.00849892
0 9 0.00166042
0 10 0.000321542
0 11 6.19862e-05
0 12 1.1946e-05
0 13 2.29808e-06
1 0 0.974116
1 1 0.973149
1 2 0.967037
1 3 0.936688
1 4 0.810335
1 5 0.494329
1 6 0.172606
1 7 0.0402118
1 8 0.00808826
1 9 0.00157357
1 10 0.000304148
1 11 5.85876e-05
1 12 1.13054e-05
1 13 2.18015e-06
2 0 0.842906
2 1 0.842098
2 2 0.836986
2 3 0.811359
2 4 0.702831
2 5 0.427524
2 6 0.14738
2 7 0.0338243
2 8 0.00675126
2 9 0.00131269
2 10 0.000254732
2 11 4.93779e-05
2 12 9.58547e-06
2 13 1.86048e-06
3 0 0.51567
3 1 0.515107
3 2 0.511657
3 3 0.495053
3 4 0.427558
3 5 0.261102
3 6 0.0922065
3 7 0.0220147
3 8 0.00456838
3 9 0.000917753
3 10 0.000182914
3 11 3.62641e-05
3 12 7.17293e-06
3 13 1.41774e-06
4 0 0.182089
4 1 0.181777
4 2 0.180029
4 3 0.172614
4 4 0.147084
4 5 0.0920246
4 6 0.0363855
4 7 0.0100846
4 8 0.00236048
4 9 0.000516664
4 10 0.000109589
4 11 2.27905e-05
4 12 4.68254e-06
5 0 0.0434059
5 1 0.0432711
5 2 0.0425981
5 3 0.0402223
5 4 0.0337019
5 5 0.0219258
5 6 0.0100585
5 7 0.00339347
5 8 0.000940425
5 9 0.000233584
5 10 5.44217e-05
5 11 1.21542e-05
5 12 2.64175e-06
6 0 0.00900401
6 1 0.00895705
6 2 0.00874823
6 3 0.00813033
6 4 0.00673998
6 5 0.00455383
6 6 0.00235394
6 7 0.000939501
6 8 0.000306843
6 9 8.74868e-05
6 10 2.27467e-05
6 11 5.54762e-06
6 12 1.29251e-06
7 0 0.00180297
7 1 0.00178894
7 2 0.00173259
7 3 0.00159004
7 4 0.00131227
7 5 0.000914549
7 6 0.000514606
7 7 0.000232887
7 8 8.72889e-05
7 9 2.82939e-05
7 10 8.22556e-06
7 11 2.20253e-06
8 0 0.000357721
8 1 0.000353968
8 2 0.000340234
8 3 0.000309392
8 4 0.000255138
8 5 0.000182295
8 6 0.000109041
8 7 5.41518e-05
8 8 2.26423e-05
8 9 8.20175e-06
8 10 2.64306e-06
9 0 7.07501e-05
9 1 6.98675e-05
9 2 6.66991e-05
9 3 6.02828e-05
9 4 4.97615e-05
9 5 3.62743e-05
9 6 2.27268e-05
9 7 1.21083e-05
9 8 5.52122e-06
9 9 2.19733e-06
