0 0 1
0 0.25 1
0 0.5 1
0 0.75 1
0 1 1
0 1.25 1
0 1.5 1
0 1.75 1
0 2 1
0 2.25 1
0 2.5 1
0 2.75 1
0 3 1
0 3.25 1
0 3.5 1
0 3.75 1
0 4 1
0 4.25 1
0 4.5 1
0 4.75 1
0 5 1
0 5.25 1
0 5.5 1
0 5.75 1
0 6 1
0 6.25 1
0 6.5 1
0 6.75 1
0 7 0.979847
0 7.25 0.813754
0 7.5 0.528344
0 7.75 0.265244
0 8 0.0290801
0 8.25 0.000652808
0 8.5 0.000290108
0 8.75 0.000172356
0 9 0.000103194
0 9.25 6.28704e-05
0 9.5 3.93567e-05
0 9.75 2.50113e-05
0 10 1.61499e-05
0 10.25 1.05126e-05
0 10.5 6.87109e-06
0 10.75 4.51106e-06
0 11 2.97303e-06
0 11.25 1.96314e-06
0 11.5 1.29481e-06
0 11.75 8.55857e-07
0 12 5.68532e-07
0 12.25 3.74857e-07
0 12.5 2.49069e-07
0 12.75 1.65346e-07
0 13 1.09431e-07
0 13.25 7.23905e-08
0 13.5 4.7992e-08
0 13.75 3.15976e-08
0 14 2.09025e-08
0 14.25 1.37986e-08
0 14.5 9.14974e-09
0 14.75 6.06108e-09
0 15 4.00634e-09
0.25 0 1
0.25 0.25 1
0.25 0.5 1
0.25 0.75 1
0.25 1 1
0.25 1.25 1
0.25 1.5 1
0.25 1.75 1
0.25 2 1
0.25 2.25 1
0.25 2.5 1
0.25 2.75 1
0.25 3 1
0.25 3.25 1
0.25 3.5 1
0.25 3.75 1
0.25 4 1
0.25 4.25 1
0.25 4.5 1
0.25 4.75 1
0.25 5 1
0.25 5.25 1
0.25 5.5 1
0.25 5.75 1
0.25 6 1
0.25 6.25 1
0.25 6.5 1
0.25 6.75 1
0.25 7 0.979771
0.25 7.25 0.814087
0.25 7.5 0.528898
0.25 7.75 0.265286
0.25 8 0.0295499
0.25 8.25 0.000660552
0.25 8.5 0.000289402
0.25 8.75 0.000172111
0.25 9 0.0001029
0.25 9.25 6.28197e-05
0.25 9.5 3.94037e-05
