0	0	0	1	5	86.034	2
1	0	1	1	3	83.84776	2
2	0	2	1	1	85.63241	2
3	0	3	1	2	84.86697	2
4	0	4	1	4	84.74059	2
5	0	5	5	3	85.24601	2
6	0	6	5	1	86.91931	4
7	0	7	5	2	84.52014	2
8	0	8	5	4	77.2281	4
9	0	9	9	3	77.47959	2
10	0	10	9	1	75.49931	2
11	0	11	9	2	82.25363	2
12	0	12	9	4	71.70391	2
13	0	13	13	5	73.15898	2
14	0	14	13	3	74.62056	2
15	0	15	13	1	67.37926	2
16	0	16	13	2	73.44017	2
17	0	17	13	4	71.75517	2
18	0	18	17	3	72.85007	2
19	0	19	17	1	65.72736	2
20	0	20	17	2	68.20117	2
21	0	21	17	4	67.58671	2
22	0	22	21	3	68.94784	2
23	0	23	21	1	67.33135	2
24	0	24	21	2	68.41456	2
25	0	25	21	4	70.28488	2
26	0	26	25	3	69.61931	2
27	0	27	25	1	66.06866	2
28	0	28	25	2	66.44324	2
29	0	29	25	4	66.35427	2
30	0	30	25	6	68.16168	2
31	0	31	29	3	72.41946	2
32	0	32	29	1	71.40971	2
33	0	33	29	2	65.54062	2
34	0	34	29	4	68.00636	2
35	0	35	33	5	74.45997	2
36	0	36	33	3	71.36551	2
37	0	37	33	1	67.89695	2
38	0	38	33	2	69.5631	2
39	0	39	33	4	73.2171	2
40	0	40	37	3	67.48688	2
41	0	41	37	1	68.56436	2
42	0	42	37	2	65.20757	2
43	0	43	37	4	71.17019	2
44	0	44	41	3	70.12971	2
45	0	45	41	1	68.92999	2
46	0	46	41	2	67.94979	2
47	0	47	41	4	68.59815	2
48	0	48	45	3	70.30976	2
49	0	49	45	1	72.34687	2
50	0	50	45	2	68.96524	2
51	0	51	45	4	81.77065	2
52	0	52	45	6	72.5081	2
53	0	53	49	3	72.75907	2
54	0	54	49	1	83.65523	2
55	0	55	49	2	76.31863	2
56	0	56	49	4	79.87562	2
57	0	57	53	3	77.98301	2
58	0	58	53	1	87.31082	4
59	0	59	53	2	77.87573	2
60	0	60	53	4	86.99582	4
61	0	61	57	3	83.04563	2
62	0	62	57	1	86.40327	4
63	0	63	57	2	77.94883	2
64	0	64	57	4	76.16531	2
65	0	65	57	6	86.53703	2
66	1	0	1	9	86.03414	2
67	1	1	1	7	83.22176	2
68	1	2	1	6	84.09026	2
69	1	3	1	8	75.69621	2
70	1	4	5	7	85.45749	4
71	1	5	5	5	87.72123	4
72	1	6	5	6	85.85371	2
73	1	7	5	8	82.02965	2
74	1	8	5	10	70.29881	2
75	1	9	9	7	75.93554	2
76	1	10	9	5	69.0341	2
77	1	11	9	6	67.43996	2
78	1	12	9	8	67.25658	2
79	1	13	13	9	77.59601	2
80	1	14	13	7	73.07044	2
81	1	15	13	6	72.8881	2
82	1	16	13	8	65.75371	2
83	1	17	13	10	68.22892	2
84	1	18	17	7	66.64512	2
85	1	19	17	5	60.62742	2
86	1	20	17	6	63.30874	2
87	1	21	17	8	64.90934	2
88	1	22	21	7	63.93668	2
89	1	23	21	5	61.7867	2
90	1	24	21	6	64.134	2
91	1	25	21	8	65.95495	2
92	1	26	25	9	65.34504	2
93	1	27	25	7	63.06864	2
94	1	28	25	5	58.94961	2
95	1	29	25	8	63.57834	2
96	1	30	25	10	65.91091	2
97	1	31	29	7	68.44889	2
98	1	32	29	5	65.43384	2
99	1	33	29	6	60.27239	2
100	1	34	29	8	64.08261	2
101	1	35	33	9	65.20577	2
102	1	36	33	7	64.2332	2
103	1	37	33	6	58.41569	2
104	1	38	33	8	60.70675	2
105	1	39	33	10	63.39753	2
106	1	40	37	7	63.01612	2
107	1	41	37	5	63.24205	2
108	1	42	37	6	60.6668	2
109	1	43	37	8	66.1381	2
110	1	44	41	7	64.35854	2
111	1	45	41	5	63.84229	2
112	1	46	41	6	67.0907	2
113	1	47	41	8	71.09752	2
114	1	48	45	9	65.15382	2
115	1	49	45	7	66.58167	2
116	1	50	45	5	76.86446	2
117	1	51	45	8	66.33084	2
118	1	52	45	10	74.1022	2
119	1	53	49	7	66.91112	2
120	1	54	49	5	73.57963	2
121	1	55	49	6	69.31385	2
122	1	56	49	8	70.52392	2
123	1	57	53	9	77.22038	2
124	1	58	53	7	85.82497	4
125	1	59	53	5	86.22986	4
126	1	60	53	6	77.46556	2
127	1	61	53	8	85.48002	4
128	1	62	57	7	80.66665	2
129	1	63	57	5	89.95366	4
130	1	64	57	8	83.9332	4
131	1	65	57	10	88.06786	4
132	2	0	1	13	83.20797	4
133	2	1	1	11	72.97554	2
134	2	2	1	10	81.88057	2
135	2	3	1	12	78.67112	4
136	2	4	5	11	80.36158	4
