0	0	0	1	3	110.60739	2
1	0	1	1	1	110.4044	2
2	0	2	1	2	109.27584	2
3	0	3	1	4	108.18434	2
4	0	4	5	3	106.25242	2
5	0	5	5	1	102.62965	2
6	0	6	5	2	105.1966	2
7	0	7	5	4	103.92957	2
8	0	8	5	6	110.39389	4
9	0	9	9	5	105.74178	2
10	0	10	9	3	106.12295	2
11	0	11	9	1	108.15588	2
12	0	12	9	2	107.18801	2
13	0	13	9	4	110.94795	2
14	0	14	13	3	106.78553	2
15	0	15	13	1	103.45652	2
16	0	16	13	2	104.46445	3
17	0	17	13	4	108.86367	2
18	0	18	13	6	112.58242	2
19	0	19	17	3	104.19603	2
20	0	20	17	1	107.04165	2
21	0	21	17	2	105.13637	2
22	0	22	17	4	108.90753	2
23	0	23	21	5	101.9212	2
24	0	24	21	3	105.63432	2
25	0	25	21	1	104.94851	2
26	0	26	21	2	107.84238	2
27	0	27	21	4	112.0574	4
28	0	28	25	3	103.10754	2
29	0	29	25	1	103.06899	2
30	0	30	25	2	103.33074	2
31	0	31	25	4	106.58494	2
32	0	32	25	6	108.85032	2
33	0	33	29	3	100.94033	2
34	0	34	29	1	102.78041	2
35	0	35	29	2	102.27288	2
36	0	36	29	4	106.00971	2
37	0	37	33	5	104.52836	2
38	0	38	33	3	103.18128	2
39	0	39	33	1	103.86546	2
40	0	40	33	2	100.11496	2
41	0	41	33	4	104.0645	2
42	0	42	37	5	106.38613	2
43	0	43	37	3	102.68666	2
44	0	44	37	1	103.11428	2
45	0	45	37	2	102.82505	2
46	0	46	37	4	107.05002	3
47	0	47	41	3	106.2435	2
48	0	48	41	1	102.50799	2
49	0	49	41	2	101.68939	2
50	0	50	41	4	103.49756	2
51	0	51	41	6	105.37932	2
52	0	52	45	3	104.74142	2
53	0	53	45	1	104.34312	2
54	0	54	45	2	103.55874	2
55	0	55	45	4	102.35538	2
56	0	56	45	6	105.6801	2
57	0	57	49	3	107.09569	2
58	0	58	49	1	102.99727	2
59	0	59	49	2	101.79638	2
60	0	60	49	4	101.45768	2
61	0	61	53	5	113.6873	2
62	0	62	53	3	105.5794	2
63	0	63	53	1	101.74808	2
64	0	64	53	2	103.00798	2
65	0	65	53	4	103.95878	2
66	0	66	57	3	108.34107	2
67	0	67	57	1	107.55975	2
68	0	68	57	2	104.93782	2
69	0	69	57	4	103.40907	2
70	0	70	57	6	102.98047	2
71	0	71	61	3	111.66533	2
72	0	72	61	1	105.85227	2
73	0	73	61	2	107.19615	2
74	0	74	61	4	104.2679	2
75	0	75	65	5	113.65583	4
76	0	76	65	3	112.07316	4
77	0	77	65	1	104.13932	2
78	0	78	65	2	105.31836	2
79	0	79	65	4	106.25807	2
80	0	80	69	3	110.44166	2
81	0	81	69	1	106.28621	2
82	0	82	69	2	106.36659	2
83	0	83	69	4	106.17889	2
84	0	84	69	6	104.40631	2
85	0	85	73	5	106.472	2
86	0	86	73	3	105.11058	2
87	0	87	73	1	103.83002	2
88	0	88	73	2	104.02909	2
89	0	89	73	4	107.67685	2
90	0	90	77	3	107.05733	2
91	0	91	77	1	108.5313	2
92	0	92	77	2	106.83879	2
93	0	93	77	4	111.91559	2
94	1	0	1	7	108.28716	2
95	1	1	1	5	103.90612	2
96	1	2	1	6	107.85379	2
97	1	3	1	8	101.06131	2
98	1	4	1	10	102.34823	2
99	1	5	5	9	103.80654	2
100	1	6	5	7	94.2141	2
101	1	7	5	5	91.97737	2
102	1	8	5	8	96.13745	2
103	1	9	5	10	97.19023	2
104	1	10	9	9	93.96358	2
105	1	11	9	7	100.47959	2
106	1	12	9	6	96.4635	2
107	1	13	9	8	98.70348	2
108	1	14	9	10	102.99993	2
109	1	15	13	7	96.50575	2
110	1	16	13	5	95.89434	2
111	1	17	13	8	105.07354	4
112	1	18	13	10	110.86393	4
113	1	19	17	9	101.27313	2
114	1	20	17	7	95.16862	2
115	1	21	17	5	100.66857	2
116	1	22	17	6	105.21905	2
117	1	23	17	8	111.58165	4
118	1	24	21	9	94.29545	2
119	1	25	21	7	94.56138	2
120	1	26	21	6	91.16408	2
121	1	27	21	8	100.13147	2
122	1	28	21	10	108.67836	2
123	1	29	25	9	95.92103	2
124	1	30	25	7	95.0692	2
125	1	31	25	5	96.31166	2
126	1	32	25	8	95.80188	2
127	1	33	25	10	111.38196	4
128	1	34	29	7	92.95852	2
129	1	35	29	5	94.45412	2
130	1	36	29	6	93.59662	2
131	1	37	29	8	96.40664	2
132	1	38	33	9	96.36009	2
133	1	39	33	7	94.53996	2
134	1	40	33	6	93.80762	2
135	1	41	33	8	93.47648	2
136	1	42	33	10	97.33918	2
137	1	43	37	9	96.73171	2
138	1	44	37	7	102.81863	2
139	1	45	37	6	92.73549	2
140	1	46	37	8	96.9983	2
141	1	47	37	10	104.17594	2
142	1	48	41	9	97.39925	2
143	1	49	41	7	95.46462	2
144	1	50	41	5	91.35961	2
145	1	51	41	8	94.80318	2
146	1	52	41	10	101.96504	2
147	1	53	45	9	100.02635	2
148	1	54	45	7	94.77131	2
149	1	55	45	5	92.72903	2
150	1	56	45	8	95.15029	2
151	1	57	45	10	104.16163	4
152	1	58	49	7	105.78379	4
153	1	59	49	5	94.25231	2
154	1	60	49	6	93.78917	2
155	1	61	49	8	93.31688	2
156	1	62	53	9	107.85412	2
157	1	63	53	7	97.59995	2
158	1	64	53	6	96.11799	2
159	1	65	53	8	95.41273	2
160	1	66	53	10	96.38661	2
161	1	67	57	9	107.04677	2
162	1	68	57	7	97.43944	2
163	1	69	57	5	97.16948	2
164	1	70	57	8	96.1211	2
165	1	71	57	10	94.71008	2
166	1	72	61	7	106.93062	2
167	1	73	61	5	110.13308	4
168	1	74	61	6	97.47974	2
169	1	75	61	8	96.16359	2
170	1	76	61	10	101.30805	2
171	1	77	65	9	108.65744	2
172	1	78	65	7	105.24998	4
173	1	79	65	6	100.27156	2
174	1	80	65	8	96.71448	2
175	1	81	69	9	107.49065	2
176	1	82	69	7	108.1198	4
177	1	83	69	5	99.89923	2
178	1	84	69	8	98.71328	2
179	1	85	69	10	94.64174	2
180	1	86	73	9	104.5452	2
181	1	87	73	7	95.7362	2
182	1	88	73	6	93.12758	2
183	1	89	73	8	94.41086	2
184	1	90	73	10	100.10531	2
185	1	91	77	9	103.13797	2
186	1	92	77	7	102.66358	2
187	1	93	77	5	105.57078	2
188	1	94	77	6	103.09192	2
189	1	95	77	8	108.18461	2
190	2	0	1	13	113.54322	4
191	2	1	1	11	98.20961	2
192	2	2	1	9	102.98425	4
193	2	3	1	12	91.69588	2
194	2	4	1	14	91.52847	2
195	2	5	5	13	92.75708	2
196	2	6	5	11	87.40429	2
197	2	7	5	12	84.77056	2
198	2	8	5	14	88.31974	2
199	2	9	5	16	88.54409	2
200	2	10	9	13	86.61998	2
201	2	11	9	11	88.75841	2
202	2	12	9	12	86.06334	2
203	2	13	9	14	105.05809	2
204	2	14	13	13	87.44216	2
205	2	15	13	11	88.37584	2
206	2	16	13	9	85.98688	2
207	2	17	13	12	91.72598	2
208	2	18	13	14	98.21648	4
209	2	19	17	13	86.19911	2
210	2	20	17	11	86.04531	2
211	2	21	17	10	84.5629	2
212	2	22	17	12	99.94216	4
213	2	23	17	14	96.23103	2
214	2	24	21	15	88.93269	2
215	2	25	21	13	86.31011	2
216	2	26	21	11	95.15344	2
217	2	27	21	12	97.33813	2
218	2	28	21	14	103.51014	2
219	2	29	25	13	85.24535	2
220	2	30	25	11	86.59662	2
221	2	31	25	12	85.71022	2
222	2	32	25	14	97.48512	4
223	2	33	25	16	98.73508	4
224	2	34	29	11	82.82922	2
225	2	35	29	9	95.82452	2
226	2	36	29	10	84.80693	2
227	2	37	29	12	99.92665	4
228	2	38	33	15	88.92457	2
229	2	39	33	13	106.08738	2
230	2	40	33	11	86.36196	2
231	2	41	33	12	87.51051	2
232	2	42	33	14	95.92861	4
233	2	43	37	15	89.73832	2
234	2	44	37	13	84.79685	2
235	2	45	37	11	84.96845	2
236	2	46	37	12	85.63887	2
237	2	47	37	14	100.70737	4
238	2	48	41	13	98.5833	4
239	2	49	41	11	85.91917	2
240	2	50	41	12	85.71569	2
241	2	51	41	14	88.20455	2
242	2	52	41	16	94.99793	2
243	2	53	45	13	87.52067	2
244	2	54	45	11	87.63237	2
245	2	55	45	12	84.50625	2
246	2	56	45	14	85.85941	2
247	2	57	45	16	87.86102	2
248	2	58	49	11	96.39614	4
249	2	59	49	9	84.51285	2
250	2	60	49	10	83.69945	2
251	2	61	49	12	84.55071	2
252	2	62	53	15	92.00688	2
253	2	63	53	13	87.70695	2
254	2	64	53	11	86.54238	2
255	2	65	53	12	86.81108	2
256	2	66	53	14	84.11251	2
257	2	67	57	13	97.3471	2
258	2	68	57	11	91.88028	2
259	2	69	57	12	88.0505	2
260	2	70	57	14	87.79273	2
261	2	71	57	16	88.96945	2
262	2	72	61	13	95.97306	2
263	2	73	61	11	104.71605	4
264	2	74	61	9	83.73394	2
265	2	75	61	12	87.42696	2
266	2	76	61	14	85.35704	2
