8160	97	0	-282.72	1714	1	3	3	6	51	0	2	0	2
8161	97	1	-276.64	1714	1	1	3	6	51	0	0	0	0
8162	97	2	-270.56	1714	1	2	3	6	51	0	1	0	1
8163	97	3	-264.48	1714	1	4	3	6	51	0	3	0	3
8164	97	4	-258.4	1714	5	3	3	6	52	0	2	0	2
8165	97	5	-252.32	1714	5	1	3	6	52	0	0	0	0
8166	97	6	-246.24	1714	5	2	3	6	52	0	1	0	1
8167	97	7	-240.16	1714	5	4	3	6	52	0	3	0	3
8168	97	8	-234.08	1714	5	6	3	6	52	0	5	0	5
8169	97	9	-228	1714	9	5	3	6	53	0	4	0	4
8170	97	10	-221.92	1714	9	3	3	6	53	0	2	0	2
8171	97	11	-215.84	1714	9	1	3	6	53	0	0	0	0
8172	97	12	-209.76	1714	9	2	3	6	53	0	1	0	1
8173	97	13	-203.68	1714	9	4	3	6	53	0	3	0	3
8174	97	14	-197.6	1714	13	3	3	6	54	0	2	0	2
8175	97	15	-191.52	1714	13	1	3	6	54	0	0	0	0
8176	97	16	-185.44	1714	13	2	3	6	54	0	1	0	1
8177	97	17	-179.36	1714	13	4	3	6	54	0	3	0	3
8178	97	18	-173.28	1714	13	6	3	6	54	0	5	0	5
8179	97	19	-167.2	1714	17	3	3	6	55	0	2	0	2
8180	97	20	-161.12	1714	17	1	3	6	55	0	0	0	0
8181	97	21	-155.04	1714	17	2	3	6	55	0	1	0	1
8182	97	22	-148.96	1714	17	4	3	6	55	0	3	0	3
8183	97	23	-142.88	1714	21	5	3	6	56	0	4	0	4
8184	97	24	-136.8	1714	21	3	3	6	56	0	2	0	2
8185	97	25	-130.72	1714	21	1	3	6	56	0	0	0	0
8186	97	26	-124.64	1714	21	2	3	6	56	0	1	0	1
8187	97	27	-118.56	1714	21	4	3	6	56	0	3	0	3
8188	97	28	-112.48	1714	25	3	3	6	57	0	2	0	2
8189	97	29	-106.4	1714	25	1	3	6	57	0	0	0	0
8190	97	30	-100.32	1714	25	2	3	6	57	0	1	0	1
