5280	63	0	-225	1352	1	3	2	4	33	0	2	0	2
5281	63	1	-219	1352	1	1	2	4	33	0	0	0	0
5282	63	2	-213	1352	1	2	2	4	33	0	1	0	1
5283	63	3	-207	1352	1	4	2	4	33	0	3	0	3
5284	63	4	-201	1352	1	6	2	4	33	0	5	0	5
5285	63	5	-195	1352	5	3	2	4	34	0	2	0	2
5286	63	6	-189	1352	5	1	2	4	34	0	0	0	0
5287	63	7	-183	1352	5	2	2	4	34	0	1	0	1
5288	63	8	-177	1352	5	4	2	4	34	0	3	0	3
5289	63	9	-171	1352	9	3	2	4	35	0	2	0	2
5290	63	10	-165	1352	9	1	2	4	35	0	0	0	0
5291	63	11	-159	1352	9	2	2	4	35	0	1	0	1
5292	63	12	-153	1352	9	4	2	4	35	0	3	0	3
5293	63	13	-147	1352	13	3	2	4	36	0	2	0	2
5294	63	14	-141	1352	13	1	2	4	36	0	0	0	0
5295	63	15	-135	1352	13	2	2	4	36	0	1	0	1
5296	63	16	-129	1352	13	4	2	4	36	0	3	0	3
5297	63	17	-123	1352	17	3	2	4	37	0	2	0	2
5298	63	18	-117	1352	17	1	2	4	37	0	0	0	0
5299	63	19	-111	1352	17	2	2	4	37	0	1	0	1
5300	63	20	-105	1352	17	4	2	4	37	0	3	0	3
5301	63	21	-99	1352	21	3	2	4	38	0	2	0	2
5302	63	22	-93	1352	21	1	2	4	38	0	0	0	0
5303	63	23	-87	1352	21	2	2	4	38	0	1	0	1
5304	63	24	-81	1352	21	4	2	4	38	0	3	0	3
5305	63	25	-75	1352	21	6	2	4	38	0	5	0	5
5306	63	26	-69	1352	25	3	2	4	39	0	2	0	2
5307	63	27	-63	1352	25	1	2	4	39	0	0	0	0
5308	63	28	-57	1352	25	2	2	4	39	0	1	0	1
5309	63	29	-51	1352	25	4	2	4	39	0	3	0	3
5310	63	30	-45	1352	29	3	2	4	40	0	2	0	2
5311	63	31	-39	1352	29	1	2	4	40	0	0	0	0
5312	63	32	-33	1352	29	2	2	4	40	0	1	0	1
5313	63	33	-27	1352	29	4	2	4	40	0	3	0	3
5314	63	34	-21	1352	33	3	2	4	41	0	2	0	2
5315	63	35	-15	1352	33	1	2	4	41	0	0	0	0
5316	63	36	-9	1352	33	2	2	4	41	0	1	0	1
5317	63	37	-3	1352	33	4	2	4	41	0	3	0	3
5318	63	38	3	1352	37	3	2	4	42	0	2	0	2
5319	63	39	9	1352	37	1	2	4	42	0	0	0	0
5320	63	40	15	1352	37	2	2	4	42	0	1	0	1
5321	63	41	21	1352	37	4	2	4	42	0	3	0	3
5322	63	42	27	1352	41	3	2	4	43	0	2	0	2
5323	63	43	33	1352	41	1	2	4	43	0	0	0	0
5324	63	44	39	1352	41	2	2	4	43	0	1	0	1
5325	63	45	45	1352	41	4	2	4	43	0	3	0	3
5326	63	46	51	1352	45	3	2	4	44	0	2	0	2
5327	63	47	57	1352	45	1	2	4	44	0	0	0	0
5328	63	48	63	1352	45	2	2	4	44	0	1	0	1
5329	63	49	69	1352	45	4	2	4	44	0	3	0	3
5330	63	50	75	1352	49	5	2	4	45	0	4	0	4
5331	63	51	81	1352	49	3	2	4	45	0	2	0	2
5332	63	52	87	1352	49	1	2	4	45	0	0	0	0
5333	63	53	93	1352	49	2	2	4	45	0	1	0	1
5334	63	54	99	1352	49	4	2	4	45	0	3	0	3
5335	63	55	105	1352	53	3	2	4	46	0	2	0	2
5336	63	56	111	1352	53	1	2	4	46	0	0	0	0
5337	63	57	117	1352	53	2	2	4	46	0	1	0	1
5338	63	58	123	1352	53	4	2	4	46	0	3	0	3
5339	63	59	129	1352	57	3	2	4	47	0	2	0	2
